number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p-c,p-not-c,average_price,special_requests,date_of_reservation,booking_status,number_of_children_log,number_of_week_nights_log,car_parking_space_log,lead_time_log,repeated_log,p-c_log,p-not-c_log,special_requests_log,reservation_year,reservation_month,reservation_day,reservation_weekday,booking_status_flag
2,0,2,1,Not Selected,0,Room_Type 1,138,Online,0,0,0,63.36,0,2018-02-28,Canceled,0.0,0.6931471805599453,0.0,4.9344739331306915,0.0,0.0,0.0,0.0,2018.0,2.0,28.0,Wednesday,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100.0,0,2018-10-03,Canceled,0.0,1.3862943611198906,0.0,5.655991810819852,0.0,0.0,0.0,0.0,2018.0,10.0,3.0,Wednesday,1
2,0,1,3,Not Selected,0,Room_Type 1,33,Online,0,0,0,74.25,0,2017-12-10,Not_Canceled,0.0,1.3862943611198906,0.0,3.5263605246161616,0.0,0.0,0.0,0.0,2017.0,12.0,10.0,Sunday,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,77.0,0,2018-11-28,Not_Canceled,0.0,0.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,2018.0,11.0,28.0,Wednesday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,131.0,0,2018-04-22,Canceled,0.0,0.6931471805599453,0.0,2.772588722239781,0.0,0.0,0.0,0.0,2018.0,4.0,22.0,Sunday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,49.07,1,2017-11-26,Not_Canceled,0.0,1.3862943611198906,0.0,4.532599493153256,0.0,0.0,0.0,0.6931471805599453,2017.0,11.0,26.0,Sunday,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109.0,0,2017-09-18,Not_Canceled,0.0,1.0986122886681096,0.0,4.31748811353631,0.0,0.0,0.0,0.0,2017.0,9.0,18.0,Monday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,129,Online,0,0,0,126.9,0,2018-06-02,Canceled,0.0,1.3862943611198906,0.0,4.867534450455582,0.0,0.0,0.0,0.0,2018.0,6.0,2.0,Saturday,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,149,Online,0,0,0,90.0,1,2018-03-19,Not_Canceled,0.0,0.6931471805599453,0.0,5.0106352940962555,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,19.0,Monday,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,85.59,1,2017-11-04,Not_Canceled,0.0,1.6094379124341003,0.0,3.367295829986474,0.0,0.0,0.0,0.6931471805599453,2017.0,11.0,4.0,Saturday,0
1,0,1,4,Meal Plan 2,0,Room_Type 1,12,Offline,0,0,0,110.5,0,2017-10-05,Not_Canceled,0.0,1.6094379124341003,0.0,2.5649493574615367,0.0,0.0,0.0,0.0,2017.0,10.0,5.0,Thursday,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,65,Offline,0,0,0,129.2,0,2017-09-26,Not_Canceled,0.0,1.0986122886681096,0.0,4.189654742026425,0.0,0.0,0.0,0.0,2017.0,9.0,26.0,Tuesday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75.0,0,2018-04-06,Canceled,0.0,0.6931471805599453,0.0,4.663439094112067,0.0,0.0,0.0,0.0,2018.0,4.0,6.0,Friday,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73.0,0,2017-11-20,Not_Canceled,0.0,1.0986122886681096,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,2017.0,11.0,20.0,Monday,0
2,0,2,5,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,138.6,0,2018-09-06,Canceled,0.0,1.791759469228055,0.0,4.204692619390966,0.0,0.0,0.0,0.0,2018.0,9.0,6.0,Thursday,1
2,0,1,2,Meal Plan 2,0,Room_Type 1,105,Offline,0,0,0,110.0,0,2017-10-12,Canceled,0.0,1.0986122886681096,0.0,4.663439094112067,0.0,0.0,0.0,0.0,2017.0,10.0,12.0,Thursday,1
2,0,2,2,Meal Plan 2,0,Room_Type 1,169,Offline,0,0,0,106.0,0,2018-04-22,Canceled,0.0,1.0986122886681096,0.0,5.135798437050262,0.0,0.0,0.0,0.0,2018.0,4.0,22.0,Sunday,1
1,0,2,3,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,102.0,2,2018-03-03,Not_Canceled,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,0.0,0.0,1.0986122886681096,2018.0,3.0,3.0,Saturday,0
2,1,0,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,109.8,0,2018-12-22,Canceled,0.6931471805599453,1.0986122886681096,0.0,4.23410650459726,0.0,0.0,0.0,0.0,2018.0,12.0,22.0,Saturday,1
2,0,1,4,Meal Plan 1,0,Room_Type 4,32,Offline,0,0,0,68.0,1,2017-10-26,Not_Canceled,0.0,1.6094379124341003,0.0,3.4965075614664802,0.0,0.0,0.0,0.6931471805599453,2017.0,10.0,26.0,Thursday,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,1,0,1,66.0,1,2018-02-25,Not_Canceled,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,2018.0,2.0,25.0,Sunday,0
2,0,0,2,Not Selected,0,Room_Type 1,13,Online,0,0,0,129.0,1,2018-08-23,Canceled,0.0,1.0986122886681096,0.0,2.639057329615259,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,23.0,Thursday,1
2,0,2,1,Meal Plan 1,1,Room_Type 1,64,Online,0,0,0,117.9,1,2018-06-19,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,4.174387269895637,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,19.0,Tuesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,96.3,1,2017-11-13,Not_Canceled,0.0,1.0986122886681096,0.0,3.6109179126442243,0.0,0.0,0.0,0.6931471805599453,2017.0,11.0,13.0,Monday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,146,Online,0,0,0,123.3,1,2018-08-11,Not_Canceled,0.0,1.0986122886681096,0.0,4.990432586778736,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,11.0,Saturday,0
3,0,2,5,Meal Plan 1,0,Room_Type 1,231,Offline,0,0,0,96.9,2,2018-08-23,Not_Canceled,0.0,1.791759469228055,0.0,5.44673737166631,0.0,0.0,0.0,1.0986122886681096,2018.0,8.0,23.0,Thursday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,120.0,0,2018-06-20,Canceled,0.0,1.0986122886681096,0.0,5.267858159063328,0.0,0.0,0.0,0.0,2018.0,6.0,20.0,Wednesday,1
2,0,1,2,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,94.94,1,2018-09-02,Not_Canceled,0.0,1.0986122886681096,0.0,3.4965075614664802,0.0,0.0,0.0,0.6931471805599453,2018.0,9.0,2.0,Sunday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,83.9,1,2018-03-03,Not_Canceled,0.0,1.3862943611198906,0.0,3.58351893845611,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,3.0,Saturday,0
2,0,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,0,0,0,70.0,0,2017-12-29,Not_Canceled,0.0,1.791759469228055,0.0,4.948759890378168,0.0,0.0,0.0,0.0,2017.0,12.0,29.0,Friday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,60.0,0,2018-01-15,Not_Canceled,0.0,1.0986122886681096,0.0,3.7612001156935624,0.0,0.0,0.0,0.0,2018.0,1.0,15.0,Monday,0
1,0,1,4,Meal Plan 2,0,Room_Type 1,26,Online,0,0,0,79.92,0,2018-12-21,Canceled,0.0,1.6094379124341003,0.0,3.295836866004329,0.0,0.0,0.0,0.0,2018.0,12.0,21.0,Friday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,65.0,0,2017-10-15,Canceled,0.0,1.3862943611198906,0.0,5.267858159063328,0.0,0.0,0.0,0.0,2017.0,10.0,15.0,Sunday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,117,Online,0,0,0,114.3,1,2018-08-09,Not_Canceled,0.0,1.3862943611198906,0.0,4.770684624465665,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,9.0,Thursday,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,132.3,3,2018-10-06,Not_Canceled,0.0,1.0986122886681096,0.0,4.564348191467836,0.0,0.0,0.0,1.3862943611198906,2018.0,10.0,6.0,Saturday,0
2,0,0,1,Not Selected,0,Room_Type 1,16,Online,0,0,0,135.0,0,2018-10-07,Canceled,0.0,0.6931471805599453,0.0,2.833213344056216,0.0,0.0,0.0,0.0,2018.0,10.0,7.0,Sunday,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65.0,0,2017-09-20,Not_Canceled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,9.0,20.0,Wednesday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,44,Corporate,0,0,0,75.0,0,2018-07-08,Not_Canceled,0.0,0.6931471805599453,0.0,3.8066624897703196,0.0,0.0,0.0,0.0,2018.0,7.0,8.0,Sunday,0
2,0,1,3,Meal Plan 1,1,Room_Type 1,93,Corporate,0,0,0,161.15,1,2018-11-07,Not_Canceled,0.0,1.3862943611198906,0.6931471805599453,4.543294782270004,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,7.0,Wednesday,0
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,2018-02-28,Canceled,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2018.0,2.0,28.0,Wednesday,1
2,0,0,3,Not Selected,0,Room_Type 6,3,Online,0,0,0,153.0,0,2017-08-11,Canceled,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,2017.0,8.0,11.0,Friday,1
2,0,0,2,Not Selected,0,Room_Type 1,29,Online,0,0,0,81.55,2,2018-03-04,Not_Canceled,0.0,1.0986122886681096,0.0,3.4011973816621555,0.0,0.0,0.0,1.0986122886681096,2018.0,3.0,4.0,Sunday,0
2,0,0,4,Meal Plan 1,0,Room_Type 5,112,Offline,0,0,0,92.65,2,2018-08-24,Not_Canceled,0.0,1.6094379124341003,0.0,4.727387818712341,0.0,0.0,0.0,1.0986122886681096,2018.0,8.0,24.0,Friday,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,105.3,0,2018-04-23,Canceled,0.0,0.6931471805599453,0.0,4.204692619390966,0.0,0.0,0.0,0.0,2018.0,4.0,23.0,Monday,1
2,0,2,3,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,136.0,1,2017-10-18,Not_Canceled,0.0,1.3862943611198906,0.0,1.9459101490553132,0.0,0.0,0.0,0.6931471805599453,2017.0,10.0,18.0,Wednesday,0
2,0,1,2,Meal Plan 1,0,Room_Type 6,69,Offline,0,0,0,82.0,0,2018-01-29,Not_Canceled,0.0,1.0986122886681096,0.0,4.248495242049359,0.0,0.0,0.0,0.0,2018.0,1.0,29.0,Monday,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,86.0,0,2018-02-18,Not_Canceled,0.0,1.3862943611198906,0.0,2.772588722239781,0.0,0.0,0.0,0.0,2018.0,2.0,18.0,Sunday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,101.0,0,2018-06-23,Canceled,0.0,0.6931471805599453,0.0,3.295836866004329,0.0,0.0,0.0,0.0,2018.0,6.0,23.0,Saturday,1
2,0,2,3,Meal Plan 1,0,Room_Type 4,55,Offline,0,0,0,60.0,0,2017-11-15,Not_Canceled,0.0,1.3862943611198906,0.0,4.02535169073515,0.0,0.0,0.0,0.0,2017.0,11.0,15.0,Wednesday,0
3,0,1,2,Not Selected,0,Room_Type 1,14,Online,0,0,0,100.87,1,2017-09-14,Not_Canceled,0.0,1.0986122886681096,0.0,2.70805020110221,0.0,0.0,0.0,0.6931471805599453,2017.0,9.0,14.0,Thursday,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,81.08,0,2018-04-24,Not_Canceled,0.0,0.6931471805599453,0.0,4.07753744390572,0.0,0.0,0.0,0.0,2018.0,4.0,24.0,Tuesday,0
2,0,0,1,Meal Plan 1,1,Room_Type 4,1,Online,0,0,0,125.0,1,2018-03-30,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,30.0,Friday,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,142.0,0,2018-04-15,Canceled,0.0,1.0986122886681096,0.0,2.70805020110221,0.0,0.0,0.0,0.0,2018.0,4.0,15.0,Sunday,1
2,1,0,2,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,113.4,1,2018-11-11,Canceled,0.6931471805599453,1.0986122886681096,0.0,4.02535169073515,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,11.0,Sunday,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,84,Offline,0,0,0,80.75,2,2018-10-21,Not_Canceled,0.0,1.0986122886681096,0.0,4.442651256490317,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,21.0,Sunday,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,77.0,0,2018-11-28,Not_Canceled,0.0,0.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,2018.0,11.0,28.0,Wednesday,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,2018-11-01,Canceled,0.0,1.3862943611198906,0.0,5.117993812416755,0.0,0.0,0.0,0.0,2018.0,11.0,1.0,Thursday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,85.0,0,2018-10-20,Not_Canceled,0.0,1.3862943611198906,0.0,3.367295829986474,0.0,0.0,0.0,0.0,2018.0,10.0,20.0,Saturday,0
3,0,2,1,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,141.3,1,2018-06-19,Not_Canceled,0.0,0.6931471805599453,0.0,4.1588830833596715,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,19.0,Tuesday,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,139.5,3,2018-10-13,Not_Canceled,0.0,1.3862943611198906,0.0,4.007333185232471,0.0,0.0,0.0,1.3862943611198906,2018.0,10.0,13.0,Saturday,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,134,Online,0,0,0,119.85,1,2018-06-09,Canceled,0.0,1.791759469228055,0.0,4.90527477843843,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,9.0,Saturday,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,68,Offline,0,0,0,65.0,0,2017-09-29,Not_Canceled,0.0,1.0986122886681096,0.0,4.23410650459726,0.0,0.0,0.0,0.0,2017.0,9.0,29.0,Friday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,90.9,0,2018-04-07,Canceled,0.0,1.0986122886681096,0.0,4.304065093204169,0.0,0.0,0.0,0.0,2018.0,4.0,7.0,Saturday,1
2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140.0,1,2018-09-28,Not_Canceled,0.0,1.6094379124341003,0.0,4.61512051684126,0.0,0.0,0.0,0.6931471805599453,2018.0,9.0,28.0,Friday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,249,Online,0,0,0,96.3,0,2018-10-28,Canceled,0.0,1.0986122886681096,0.0,5.521460917862246,0.0,0.0,0.0,0.0,2018.0,10.0,28.0,Sunday,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,116.0,0,2018-03-03,Canceled,0.0,1.3862943611198906,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,2018.0,3.0,3.0,Saturday,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,78.3,1,2018-02-13,Not_Canceled,0.0,1.0986122886681096,0.0,3.6109179126442243,0.0,0.0,0.0,0.6931471805599453,2018.0,2.0,13.0,Tuesday,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,91.1,0,2018-01-13,Not_Canceled,0.0,1.6094379124341003,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2018.0,1.0,13.0,Saturday,0
2,0,1,1,Meal Plan 1,0,Room_Type 2,75,Online,0,0,0,78.0,0,2018-03-21,Not_Canceled,0.0,0.6931471805599453,0.0,4.330733340286331,0.0,0.0,0.0,0.0,2018.0,3.0,21.0,Wednesday,0
2,0,2,5,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,123.17,0,2018-07-16,Canceled,0.0,1.791759469228055,0.0,4.23410650459726,0.0,0.0,0.0,0.0,2018.0,7.0,16.0,Monday,1
2,0,1,1,Not Selected,0,Room_Type 1,24,Online,0,0,0,107.1,0,2018-09-26,Canceled,0.0,0.6931471805599453,0.0,3.2188758248682006,0.0,0.0,0.0,0.0,2018.0,9.0,26.0,Wednesday,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,100.0,0,2018-06-02,Not_Canceled,0.0,1.0986122886681096,0.0,4.727387818712341,0.0,0.0,0.0,0.0,2018.0,6.0,2.0,Saturday,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,258,Offline,0,0,0,110.0,0,2018-10-16,Canceled,0.0,0.0,0.0,5.556828061699537,0.0,0.0,0.0,0.0,2018.0,10.0,16.0,Tuesday,1
1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,159.0,0,2018-09-15,Not_Canceled,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,9.0,15.0,Saturday,0
2,0,1,4,Not Selected,0,Room_Type 1,99,Online,0,0,0,94.35,1,2018-06-27,Not_Canceled,0.0,1.6094379124341003,0.0,4.605170185988092,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,27.0,Wednesday,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,100.28,1,2018-03-10,Not_Canceled,0.0,1.3862943611198906,0.0,3.4011973816621555,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,10.0,Saturday,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,96.0,0,2018-05-29,Not_Canceled,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,2018.0,5.0,29.0,Tuesday,0
2,0,0,1,Not Selected,0,Room_Type 1,159,Online,0,0,0,94.5,0,2018-08-05,Canceled,0.0,0.6931471805599453,0.0,5.075173815233827,0.0,0.0,0.0,0.0,2018.0,8.0,5.0,Sunday,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,95.0,2,2017-08-11,Not_Canceled,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,1.0986122886681096,2017.0,8.0,11.0,Friday,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,76.5,1,2017-08-12,Not_Canceled,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2017.0,8.0,12.0,Saturday,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,103.67,0,2017-12-27,Not_Canceled,0.0,0.6931471805599453,0.0,3.091042453358316,0.0,0.0,0.0,0.0,2017.0,12.0,27.0,Wednesday,0
2,0,2,1,Meal Plan 2,0,Room_Type 1,117,Offline,0,0,0,94.5,0,2017-08-01,Not_Canceled,0.0,0.6931471805599453,0.0,4.770684624465665,0.0,0.0,0.0,0.0,2017.0,8.0,1.0,Tuesday,0
1,0,2,1,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,65.0,0,2017-09-20,Not_Canceled,0.0,0.6931471805599453,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,2017.0,9.0,20.0,Wednesday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,130.0,2,2018-11-02,Not_Canceled,0.0,1.3862943611198906,0.0,3.367295829986474,0.0,0.0,0.0,1.0986122886681096,2018.0,11.0,2.0,Friday,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,96.3,1,2018-06-26,Not_Canceled,0.0,0.6931471805599453,0.0,5.049856007249537,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,26.0,Tuesday,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,120.0,0,2017-09-19,Not_Canceled,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,2017.0,9.0,19.0,Tuesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,94,Online,0,0,0,96.3,1,2018-04-12,Not_Canceled,0.0,1.0986122886681096,0.0,4.553876891600541,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,12.0,Thursday,0
1,0,1,0,Not Selected,0,Room_Type 1,0,Offline,0,0,0,66.4,0,2018-05-09,Not_Canceled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,5.0,9.0,Wednesday,0
2,0,0,3,Meal Plan 1,0,Room_Type 2,166,Online,0,0,0,73.6,2,2018-04-21,Not_Canceled,0.0,1.3862943611198906,0.0,5.117993812416755,0.0,0.0,0.0,1.0986122886681096,2018.0,4.0,21.0,Saturday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,106.0,2,2017-08-19,Not_Canceled,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,2017.0,8.0,19.0,Saturday,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,118.8,1,2018-10-02,Canceled,0.0,0.6931471805599453,0.0,4.0943445622221,0.0,0.0,0.0,0.6931471805599453,2018.0,10.0,2.0,Tuesday,1
2,0,0,2,Meal Plan 1,1,Room_Type 1,159,Online,0,0,0,105.3,0,2018-07-19,Canceled,0.0,1.0986122886681096,0.6931471805599453,5.075173815233827,0.0,0.0,0.0,0.0,2018.0,7.0,19.0,Thursday,1
3,0,0,2,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,182.0,2,2018-03-24,Not_Canceled,0.0,1.0986122886681096,0.0,2.4849066497880004,0.0,0.0,0.0,1.0986122886681096,2018.0,3.0,24.0,Saturday,0
1,0,0,1,Meal Plan 1,1,Room_Type 1,20,Corporate,1,0,10,88.0,1,2018-11-29,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,3.044522437723423,0.6931471805599453,0.0,2.3978952727983707,0.6931471805599453,2018.0,11.0,29.0,Thursday,0
2,0,0,3,Meal Plan 1,0,Room_Type 2,86,Online,0,0,0,97.54,1,2018-07-26,Not_Canceled,0.0,1.3862943611198906,0.0,4.465908118654584,0.0,0.0,0.0,0.6931471805599453,2018.0,7.0,26.0,Thursday,0
2,2,0,4,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,176.0,2,2018-07-27,Not_Canceled,1.0986122886681096,1.6094379124341003,0.0,1.6094379124341003,0.0,0.0,0.0,1.0986122886681096,2018.0,7.0,27.0,Friday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,126,Offline,0,0,0,55.0,0,2018-03-24,Not_Canceled,0.0,1.3862943611198906,0.0,4.844187086458591,0.0,0.0,0.0,0.0,2018.0,3.0,24.0,Saturday,0
3,0,1,2,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,157.0,2,2018-04-11,Not_Canceled,0.0,1.0986122886681096,0.0,2.5649493574615367,0.0,0.0,0.0,1.0986122886681096,2018.0,4.0,11.0,Wednesday,0
2,0,2,1,Meal Plan 1,1,Room_Type 1,8,Online,0,0,0,149.0,1,2018-10-30,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,2.1972245773362196,0.0,0.0,0.0,0.6931471805599453,2018.0,10.0,30.0,Tuesday,0
2,0,0,5,Meal Plan 1,0,Room_Type 1,156,Online,0,0,0,131.52,0,2018-11-08,Canceled,0.0,1.791759469228055,0.0,5.056245805348308,0.0,0.0,0.0,0.0,2018.0,11.0,8.0,Thursday,1
2,0,0,1,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,140.4,1,2018-05-20,Not_Canceled,0.0,0.6931471805599453,0.0,3.4657359027997265,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,20.0,Sunday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,114.3,1,2018-08-10,Not_Canceled,0.0,1.0986122886681096,0.0,4.955827057601261,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,10.0,Friday,0
1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,127.0,1,2018-06-28,Not_Canceled,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,28.0,Thursday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,127.67,0,2018-06-21,Canceled,0.0,1.3862943611198906,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,2018.0,6.0,21.0,Thursday,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,154.1,1,2018-08-06,Not_Canceled,0.0,0.6931471805599453,0.0,4.174387269895637,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,6.0,Monday,0
2,2,2,1,Meal Plan 1,0,Room_Type 6,4,Online,0,0,0,152.85,2,2018-04-17,Not_Canceled,1.0986122886681096,0.6931471805599453,0.0,1.6094379124341003,0.0,0.0,0.0,1.0986122886681096,2018.0,4.0,17.0,Tuesday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,116.0,0,2018-04-11,Canceled,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,4.0,11.0,Wednesday,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,94.93,0,2018-12-08,Not_Canceled,0.0,1.3862943611198906,0.0,3.2188758248682006,0.0,0.0,0.0,0.0,2018.0,12.0,8.0,Saturday,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,177,Offline,0,0,0,90.9,0,2018-10-30,Not_Canceled,0.0,0.6931471805599453,0.0,5.181783550292085,0.0,0.0,0.0,0.0,2018.0,10.0,30.0,Tuesday,0
2,0,2,1,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,151.5,1,2018-10-08,Not_Canceled,0.0,0.6931471805599453,0.0,3.58351893845611,0.0,0.0,0.0,0.6931471805599453,2018.0,10.0,8.0,Monday,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,2018-11-01,Canceled,0.0,1.3862943611198906,0.0,5.117993812416755,0.0,0.0,0.0,0.0,2018.0,11.0,1.0,Thursday,1
2,0,2,4,Meal Plan 1,0,Room_Type 4,58,Online,0,0,0,128.1,1,2018-09-04,Canceled,0.0,1.6094379124341003,0.0,4.07753744390572,0.0,0.0,0.0,0.6931471805599453,2018.0,9.0,4.0,Tuesday,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,80.3,1,2018-01-22,Not_Canceled,0.0,1.0986122886681096,0.0,3.8501476017100584,0.0,0.0,0.0,0.6931471805599453,2018.0,1.0,22.0,Monday,0
